Country_Name,Country_Code,Year,GDP,Gold,Silver,Bronze,Total_Medals,Season
Spain,ESP,2000,14749.68742,3,3,5,11,Summer
Estonia,EST,2000,4070.609024,1,0,2,3,Summer
Ethiopia,ETH,2000,122.9622935,4,1,3,8,Summer
Finland,FIN,2000,24345.91482,2,1,1,4,Summer
France,FRA,2000,22416.42542,13,14,11,38,Summer
United Kingdom,GBR,2000,28290.9725,11,10,7,28,Summer
Georgia,GEO,2000,749.908535,0,0,6,6,Summer
Hungary,HUN,2000,4624.281657,8,6,3,17,Summer
India,IND,2000,442.0347789,0,0,1,1,Summer
Ireland,IRL,2000,26334.56721,0,1,0,1,Summer
Iceland,ISL,2000,32096.37226,0,0,1,1,Summer
Israel,ISR,2000,21630.74761,0,0,1,1,Summer
Italy,ITA,2000,20137.59122,13,8,13,34,Summer
Jamaica,JAM,2000,3447.303896,0,6,3,9,Summer
Japan,JPN,2000,39169.35957,5,8,5,18,Summer
Kazakhstan,KAZ,2000,1229.001247,3,4,0,7,Summer
Kenya,KEN,2000,411.8215792,2,3,2,7,Summer
Kyrgyz Republic,KGZ,2000,279.6195693,0,0,1,1,Summer
"Korea, Rep.",KOR,2000,12256.99357,8,10,10,28,Summer
Lithuania,LTU,2000,3293.229979,2,0,3,5,Summer
Morocco,MAR,2000,1348.049805,0,1,4,5,Summer
Moldova,MDA,2000,440.538684,0,1,1,2,Summer
Mexico,MEX,2000,7232.878809,1,2,3,6,Summer
North Macedonia,MKD,2000,1861.898065,0,0,1,1,Summer
Mozambique,MOZ,2000,318.3426885,1,0,0,1,Summer
Norway,NOR,2000,38131.46061,4,3,3,10,Summer
New Zealand,NZL,2000,13641.10272,1,0,3,4,Summer
Poland,POL,2000,4501.454067,6,5,3,14,Summer
"Korea, Dem. People's Rep.",PRK,2000,,0,1,3,4,Summer
Qatar,QAT,2000,27494.77133,0,0,1,1,Summer
Romania,ROU,2000,1659.90764,11,6,9,26,Summer
Russian Federation,RUS,2000,1771.594116,32,28,29,89,Summer
Slovak Republic,SVK,2000,5426.624281,1,3,1,5,Summer
Sweden,SWE,2000,29624.91267,4,5,3,12,Summer
Thailand,THA,2000,2004.107209,1,0,2,3,Summer
Trinidad and Tobago,TTO,2000,6120.942704,0,1,1,2,Summer
Turkiye,TUR,2000,4278.39313,3,0,2,5,Summer
Ukraine,UKR,2000,658.3486328,3,10,10,23,Summer
United States,USA,2000,36329.95607,37,24,32,93,Summer
Uzbekistan,UZB,2000,558.2268024,1,1,2,4,Summer
Argentina,ARG,2004,4258.160261,2,0,4,6,Summer
Australia,AUS,2004,30819.99349,17,16,17,50,Summer
Austria,AUT,2004,36889.23351,2,4,1,7,Summer
Azerbaijan,AZE,2004,1045.009379,1,0,4,5,Summer
Belgium,BEL,2004,35429.40779,1,0,2,3,Summer
Belarus,BLR,2004,2378.623286,2,5,6,13,Summer
Brazil,BRA,2004,3623.247996,5,2,3,10,Summer
Canada,CAN,2004,32143.68141,3,6,3,12,Summer
Channel Islands,CHI,2004,57202.56103,2,0,1,3,Summer
China,CHN,2004,1508.668098,32,17,14,63,Summer
Cameroon,CMR,2004,1119.98093,1,0,0,1,Summer
Colombia,COL,2004,2811.197871,0,0,2,2,Summer
Cuba,CUB,2004,3403.296163,9,7,11,27,Summer
Czechia,CZE,2004,11749.85266,1,3,5,9,Summer
Dominican Republic,DOM,2004,2468.437673,1,0,0,1,Summer
"Egypt, Arab Rep.",EGY,2004,1016.253884,1,1,3,5,Summer
Eritrea,ERI,2004,401.3745252,0,0,1,1,Summer
Spain,ESP,2004,24907.00085,3,11,6,20,Summer
Estonia,EST,2004,8914.103557,0,1,2,3,Summer
Ethiopia,ETH,2004,134.5424863,2,3,2,7,Summer
Finland,FIN,2004,37772.17811,0,2,0,2,Summer
France,FRA,2004,33797.16244,11,9,13,33,Summer
United Kingdom,GBR,2004,40390.78583,9,9,12,30,Summer
Georgia,GEO,2004,1305.047486,2,2,0,4,Summer
"Hong Kong SAR, China",HKG,2004,24928.10037,0,1,0,1,Summer
Hungary,HUN,2004,10301.70339,8,6,3,17,Summer
India,IND,2004,624.1050944,0,1,0,1,Summer
Israel,ISR,2004,20557.07863,1,0,1,2,Summer
Italy,ITA,2004,31317.20079,10,11,11,32,Summer
Jamaica,JAM,2004,3819.284231,2,1,2,5,Summer
Japan,JPN,2004,38298.98017,16,9,12,37,Summer
Kazakhstan,KAZ,2004,2874.288483,1,4,3,8,Summer
Kenya,KEN,2004,462.6182158,1,4,2,7,Summer
"Korea, Rep.",KOR,2004,16496.12009,9,12,9,30,Summer
Lithuania,LTU,2004,6700.327192,1,2,0,3,Summer
Morocco,MAR,2004,1964.080078,2,1,0,3,Summer
Mexico,MEX,2004,7525.465234,0,3,1,4,Summer
Norway,NOR,2004,57603.83602,5,0,1,6,Summer
New Zealand,NZL,2004,25420.23488,3,2,0,5,Summer
Poland,POL,2004,6681.386472,3,2,5,10,Summer
"Korea, Dem. People's Rep.",PRK,2004,,0,4,1,5,Summer
Romania,ROU,2004,3494.944517,8,5,6,19,Summer
Russian Federation,RUS,2004,4102.364746,28,26,36,90,Summer
Slovak Republic,SVK,2004,10691.44655,2,2,2,6,Summer
Sweden,SWE,2004,42821.67314,4,2,1,7,Summer
Syrian Arab Republic,SYR,2004,6241.058232,0,0,1,1,Summer
Thailand,THA,2004,2647.26172,3,1,4,8,Summer
Trinidad and Tobago,TTO,2004,9756.500371,0,0,1,1,Summer
Turkiye,TUR,2004,6031.947927,3,3,4,10,Summer
Ukraine,UKR,2004,1416.60376,8,5,9,22,Summer
United States,USA,2004,41724.63163,36,39,26,101,Summer
Uzbekistan,UZB,2004,465.1198869,2,1,2,5,Summer
"Venezuela, RB",VEN,2004,4287.707147,0,0,2,2,Summer
Afghanistan,AFG,2008,387.8491743,0,0,1,1,Summer
Argentina,ARG,2008,8977.506851,2,0,4,6,Summer
Armenia,ARM,2008,3908.94906,0,1,4,5,Summer
Australia,AUS,2008,49679.18053,14,15,17,46,Summer
Austria,AUT,2008,51919.98358,0,1,2,3,Summer
Azerbaijan,AZE,2008,5574.603802,1,1,4,6,Summer
Belgium,BEL,2008,48303.39796,2,0,0,2,Summer
Belarus,BLR,2008,6377.369732,3,4,7,14,Summer
Brazil,BRA,2008,8801.599484,3,4,10,17,Summer
Canada,CAN,2008,46710.50558,3,9,8,20,Summer
Channel Islands,CHI,2008,,0,1,0,1,Summer
China,CHN,2008,3468.304602,48,22,30,100,Summer
Cameroon,CMR,2008,1476.009215,1,0,0,1,Summer
Colombia,COL,2008,5527.449953,0,2,1,3,Summer
Cuba,CUB,2008,4992.824494,3,10,17,30,Summer
Czechia,CZE,2008,22804.57768,3,3,1,7,Summer
Dominican Republic,DOM,2008,5053.324577,1,1,0,2,Summer
Ecuador,ECU,2008,4260.433184,0,1,0,1,Summer
"Egypt, Arab Rep.",EGY,2008,1941.899973,0,0,2,2,Summer
Spain,ESP,2008,35510.72223,5,11,3,19,Summer
Estonia,EST,2008,18204.96648,1,1,0,2,Summer
Ethiopia,ETH,2008,320.8610897,4,2,1,7,Summer
Finland,FIN,2008,53772.79424,1,1,2,4,Summer
France,FRA,2008,45515.96175,7,16,20,43,Summer
United Kingdom,GBR,2008,47429.93634,19,13,19,51,Summer
Georgia,GEO,2008,3324.735879,3,2,2,7,Summer
Hungary,HUN,2008,15772.33008,3,5,2,10,Summer
India,IND,2008,993.5037725,1,0,2,3,Summer
Ireland,IRL,2008,61353.10656,0,1,2,3,Summer
Iceland,ISL,2008,56943.37045,0,1,0,1,Summer
Israel,ISR,2008,30173.36159,0,0,1,1,Summer
Italy,ITA,2008,40944.91242,8,9,10,27,Summer
Jamaica,JAM,2008,5056.258245,5,4,2,11,Summer
Japan,JPN,2008,39876.30397,9,8,8,25,Summer
Kazakhstan,KAZ,2008,8458.017154,2,3,4,9,Summer
Kenya,KEN,2008,915.9989157,6,4,6,16,Summer
Kyrgyz Republic,KGZ,2008,966.3936272,0,1,2,3,Summer
"Korea, Rep.",KOR,2008,21350.42798,13,11,8,32,Summer
Lithuania,LTU,2008,14944.99665,0,3,2,5,Summer
Morocco,MAR,2008,2889.220947,0,1,1,2,Summer
Moldova,MDA,2008,2110.56199,0,0,1,1,Summer
Mexico,MEX,2008,10119.83621,2,0,2,4,Summer
Norway,NOR,2008,96944.09561,3,5,1,9,Summer
New Zealand,NZL,2008,31252.96256,3,2,4,9,Summer
Panama,PAN,2008,7197.110786,1,0,0,1,Summer
Poland,POL,2008,13996.02515,4,5,2,11,Summer
"Korea, Dem. People's Rep.",PRK,2008,,2,2,2,6,Summer
Romania,ROU,2008,10435.04398,4,1,4,9,Summer
Russian Federation,RUS,2008,11635.27246,24,13,23,60,Summer
Singapore,SGP,2008,40007.46926,0,1,0,1,Summer
Serbia,SRB,2008,7101.040141,0,1,2,3,Summer
Slovak Republic,SVK,2008,18753.58494,3,3,0,6,Summer
Sweden,SWE,2008,56152.55234,0,4,1,5,Summer
Thailand,THA,2008,4327.7976,2,2,2,6,Summer
Tajikistan,TJK,2008,704.6553137,0,1,1,2,Summer
Trinidad and Tobago,TTO,2008,20011.14827,1,1,0,2,Summer
Tunisia,TUN,2008,4200.31582,1,0,0,1,Summer
Turkiye,TUR,2008,10802.78061,1,1,3,5,Summer
Ukraine,UKR,2008,4066.547852,7,4,11,22,Summer
United States,USA,2008,48570.04598,36,39,37,112,Summer
Uzbekistan,UZB,2008,1082.286025,0,1,3,4,Summer
"Venezuela, RB",VEN,2008,11310.77817,0,0,1,1,Summer
Afghanistan,AFG,2012,663.1410528,0,0,1,1,Summer
Argentina,ARG,2012,13082.66433,1,1,2,4,Summer
Armenia,ARM,2012,3643.715183,0,1,1,2,Summer
Australia,AUS,2012,68044.71482,8,15,12,35,Summer
Azerbaijan,AZE,2012,7496.294648,2,2,5,9,Summer
Belgium,BEL,2012,44670.56068,0,1,2,3,Summer
Belarus,BLR,2012,6953.132515,2,5,3,10,Summer
Brazil,BRA,2012,12327.31744,3,5,9,17,Summer
Brunei Darussalam,BRN,2012,46842.96026,1,0,0,1,Summer
Canada,CAN,2012,52669.08996,2,6,10,18,Summer
China,CHN,2012,6300.615118,38,31,22,91,Summer
Cameroon,CMR,2012,1433.724035,0,0,1,1,Summer
Colombia,COL,2012,8101.829092,1,3,5,9,Summer
Cuba,CUB,2012,6467.337914,5,3,7,15,Summer
Cyprus,CYP,2012,28993.34961,0,1,0,1,Summer
Czechia,CZE,2012,19870.80121,4,3,4,11,Summer
Dominican Republic,DOM,2012,6049.471741,1,1,0,2,Summer
"Egypt, Arab Rep.",EGY,2012,3059.135428,0,3,1,4,Summer
Spain,ESP,2012,28322.94659,4,10,6,20,Summer
Estonia,EST,2012,17403.20533,0,1,1,2,Summer
Ethiopia,ETH,2012,458.5509208,3,2,3,8,Summer
Finland,FIN,2012,47708.06128,0,2,1,3,Summer
France,FRA,2012,40870.85236,11,11,13,35,Summer
Gabon,GAB,2012,9348.515572,0,1,0,1,Summer
United Kingdom,GBR,2012,42485.58607,29,18,18,65,Summer
Georgia,GEO,2012,4421.818242,1,2,3,6,Summer
"Hong Kong SAR, China",HKG,2012,36730.8767,0,0,1,1,Summer
Hungary,HUN,2012,12984.83657,8,4,6,18,Summer
India,IND,2012,1434.018198,0,2,4,6,Summer
Ireland,IRL,2012,49054.69743,1,1,4,6,Summer
Italy,ITA,2012,35051.52127,8,9,11,28,Summer
Jamaica,JAM,2012,5365.242293,4,5,3,12,Summer
Japan,JPN,2012,49145.28043,7,14,17,38,Summer
Kazakhstan,KAZ,2012,12386.69927,3,1,7,11,Summer
Kenya,KEN,2012,1289.780822,2,4,7,13,Summer
"Korea, Rep.",KOR,2012,25466.76052,13,9,8,30,Summer
Lithuania,LTU,2012,14367.70942,2,0,3,5,Summer
Morocco,MAR,2012,2907.449219,0,0,1,1,Summer
Mexico,MEX,2012,10376.05767,1,3,4,8,Summer
Montenegro,MNE,2012,6586.721279,0,1,0,1,Summer
Norway,NOR,2012,101524.1419,2,1,1,4,Summer
New Zealand,NZL,2012,39973.38076,6,2,5,13,Summer
Poland,POL,2012,13010.92339,3,2,6,11,Summer
"Korea, Dem. People's Rep.",PRK,2012,,4,0,3,7,Summer
Qatar,QAT,2012,98041.36224,0,1,1,2,Summer
Romania,ROU,2012,8930.729912,2,4,1,7,Summer
Russian Federation,RUS,2012,15420.875,19,21,26,66,Summer
Singapore,SGP,2012,55546.48854,0,0,2,2,Summer
Serbia,SRB,2012,6015.945228,1,1,2,4,Summer
Slovak Republic,SVK,2012,17498.3539,0,1,3,4,Summer
Sweden,SWE,2012,58037.82132,1,4,3,8,Summer
Thailand,THA,2012,5748.631241,0,2,2,4,Summer
Tajikistan,TJK,2012,959.361905,0,0,1,1,Summer
Trinidad and Tobago,TTO,2012,18961.23359,1,1,2,4,Summer
Tunisia,TUN,2012,4233.894568,2,0,1,3,Summer
Turkiye,TUR,2012,11697.48051,1,1,1,3,Summer
Uganda,UGA,2012,796.711135,1,0,0,1,Summer
Ukraine,UKR,2012,4004.804443,5,4,10,19,Summer
United States,USA,2012,51784.41857,47,27,30,104,Summer
Uzbekistan,UZB,2012,2267.623275,0,0,3,3,Summer
"Venezuela, RB",VEN,2012,12937.9276,1,0,0,1,Summer
Argentina,ARG,2016,12790.24247,3,1,0,4,Summer
Armenia,ARM,2016,3679.951972,1,3,0,4,Summer
Australia,AUS,2016,49875.56514,8,11,10,29,Summer
Austria,AUT,2016,45307.58786,0,0,1,1,Summer
Azerbaijan,AZE,2016,3880.738731,1,7,10,18,Summer
Burundi,BDI,2016,242.0656705,0,1,0,1,Summer
Belgium,BEL,2016,42012.62272,2,2,2,6,Summer
Belarus,BLR,2016,5039.681886,1,4,4,9,Summer
Brazil,BRA,2016,8680.768792,7,6,6,19,Summer
Brunei Darussalam,BRN,2016,26762.94565,1,1,0,2,Summer
Canada,CAN,2016,42315.60371,4,3,15,22,Summer
China,CHN,2016,8094.363367,26,18,26,70,Summer
Cote d'Ivoire,CIV,2016,1980.878142,1,0,1,2,Summer
Colombia,COL,2016,5938.463856,3,2,3,8,Summer
Cuba,CUB,2016,8055.889907,5,2,4,11,Summer
Czechia,CZE,2016,18575.23203,1,2,7,10,Summer
Dominican Republic,DOM,2016,7191.076572,0,0,1,1,Summer
"Egypt, Arab Rep.",EGY,2016,3331.612461,0,0,3,3,Summer
Spain,ESP,2016,26537.15949,7,4,6,17,Summer
Estonia,EST,2016,18295.34293,0,0,1,1,Summer
Ethiopia,ETH,2016,705.616305,1,2,5,8,Summer
Finland,FIN,2016,43814.02651,0,0,1,1,Summer
France,FRA,2016,37062.53357,10,18,14,42,Summer
United Kingdom,GBR,2016,41146.07736,27,23,17,67,Summer
Georgia,GEO,2016,4062.169888,2,1,4,7,Summer
Hungary,HUN,2016,13104.69955,8,3,4,15,Summer
India,IND,2016,1714.280355,0,1,1,2,Summer
Ireland,IRL,2016,62895.91112,0,2,0,2,Summer
Israel,ISR,2016,37690.47395,0,0,2,2,Summer
Italy,ITA,2016,30960.73151,8,12,8,28,Summer
Jamaica,JAM,2016,5022.704717,6,3,2,11,Summer
Jordan,JOR,2016,4003.404749,1,0,0,1,Summer
Japan,JPN,2016,39375.47316,12,8,21,41,Summer
Kazakhstan,KAZ,2016,7714.841844,2,5,10,17,Summer
Kenya,KEN,2016,1562.076142,6,6,1,13,Summer
"Korea, Rep.",KOR,2016,29288.87044,9,3,9,21,Summer
Lithuania,LTU,2016,15008.31324,0,1,3,4,Summer
Morocco,MAR,2016,3132.94458,0,0,1,1,Summer
Mexico,MEX,2016,8875.062256,0,3,2,5,Summer
Norway,NOR,2016,70460.56053,0,0,4,4,Summer
New Zealand,NZL,2016,40058.19616,4,9,5,18,Summer
Poland,POL,2016,12378.75944,2,3,6,11,Summer
"Korea, Dem. People's Rep.",PRK,2016,,2,3,2,7,Summer
Qatar,QAT,2016,58467.23557,0,1,0,1,Summer
Romania,ROU,2016,9404.341874,1,1,2,4,Summer
Russian Federation,RUS,2016,8704.898438,19,17,20,56,Summer
Singapore,SGP,2016,56860.41324,1,0,0,1,Summer
Serbia,SRB,2016,5765.200762,2,4,2,8,Summer
Slovak Republic,SVK,2016,16563.4405,2,2,0,4,Summer
Sweden,SWE,2016,51965.15715,2,6,3,11,Summer
Thailand,THA,2016,5854.461088,2,2,2,6,Summer
Tajikistan,TJK,2016,801.3912831,1,0,0,1,Summer
Trinidad and Tobago,TTO,2016,15991.10879,0,0,1,1,Summer
Tunisia,TUN,2016,3796.16792,0,0,3,3,Summer
Turkiye,TUR,2016,10734.37997,1,3,4,8,Summer
Ukraine,UKR,2016,2187.730469,2,5,4,11,Summer
United States,USA,2016,57866.74493,46,37,38,121,Summer
Uzbekistan,UZB,2016,2704.677188,4,2,7,13,Summer
"Venezuela, RB",VEN,2016,,0,2,1,3,Summer
Argentina,ARG,2020,8496.424142,0,1,2,3,Summer
Armenia,ARM,2020,4505.867364,0,2,2,4,Summer
Australia,AUS,2020,51720.37076,17,7,22,46,Summer
Austria,AUT,2020,48809.22688,1,1,5,7,Summer
Azerbaijan,AZE,2020,4229.910649,0,3,4,7,Summer
Belgium,BEL,2020,45517.79493,3,1,3,7,Summer
Belarus,BLR,2020,6542.797491,1,3,3,7,Summer
Brazil,BRA,2020,6794.489159,7,6,8,21,Summer
Brunei Darussalam,BRN,2020,27179.41199,0,1,0,1,Summer
Canada,CAN,2020,43258.26387,7,6,11,24,Summer
China,CHN,2020,10408.66976,38,32,18,88,Summer
Cote d'Ivoire,CIV,2020,2288.119498,0,0,1,1,Summer
Colombia,COL,2020,5307.215228,0,4,1,5,Summer
Cuba,CUB,2020,9499.590202,7,3,5,15,Summer
Czechia,CZE,2020,22992.87938,4,4,3,11,Summer
Dominican Republic,DOM,2020,7167.919159,0,3,2,5,Summer
Ecuador,ECU,2020,5645.19929,2,1,0,3,Summer
"Egypt, Arab Rep.",EGY,2020,3398.801432,1,1,4,6,Summer
Spain,ESP,2020,26959.67544,3,8,6,17,Summer
Estonia,EST,2020,23595.24368,1,0,1,2,Summer
Ethiopia,ETH,2020,918.6525941,1,1,2,4,Summer
Finland,FIN,2020,49170.75215,0,0,2,2,Summer
France,FRA,2020,39055.28293,10,12,11,33,Summer
United Kingdom,GBR,2020,40318.55757,22,20,22,64,Summer
Georgia,GEO,2020,4255.742993,2,5,1,8,Summer
Ghana,GHA,2020,2176.579459,0,0,1,1,Summer
"Hong Kong SAR, China",HKG,2020,46107.76528,1,2,3,6,Summer
Hungary,HUN,2020,16120.98905,6,7,7,20,Summer
India,IND,2020,1910.421473,1,2,4,7,Summer
Ireland,IRL,2020,85420.19086,2,0,2,4,Summer
Israel,ISR,2020,44846.7916,2,0,2,4,Summer
Italy,ITA,2020,31911.03579,10,10,20,40,Summer
Jamaica,JAM,2020,4897.265897,4,1,4,9,Summer
Jordan,JOR,2020,4042.76935,0,1,1,2,Summer
Japan,JPN,2020,39918.16756,27,14,17,58,Summer
Kazakhstan,KAZ,2020,9121.637138,0,0,8,8,Summer
Kenya,KEN,2020,1936.424589,4,4,2,10,Summer
Kyrgyz Republic,KGZ,2020,1182.5217,0,2,1,3,Summer
"Korea, Rep.",KOR,2020,31721.29891,6,4,10,20,Summer
Lithuania,LTU,2020,20339.52127,0,1,0,1,Summer
Morocco,MAR,2020,3258.121338,1,0,0,1,Summer
Moldova,MDA,2020,4500.624464,0,0,1,1,Summer
Mexico,MEX,2020,8655.000682,0,0,4,4,Summer
North Macedonia,MKD,2020,5965.450232,0,1,0,1,Summer
Namibia,NAM,2020,4251.172766,0,1,0,1,Summer
Norway,NOR,2020,67329.67779,4,2,2,8,Summer
New Zealand,NZL,2020,41596.5055,7,6,7,20,Summer
Poland,POL,2020,15816.9894,4,5,5,14,Summer
Qatar,QAT,2020,52315.66008,2,0,1,3,Summer
Romania,ROU,2020,13047.43206,1,3,0,4,Summer
San Marino,SMR,2020,45320.20872,0,1,2,3,Summer
Serbia,SRB,2020,7733.802869,3,1,5,9,Summer
Slovak Republic,SVK,2020,19545.74282,1,2,1,4,Summer
Sweden,SWE,2020,52837.90398,3,6,0,9,Summer
Syrian Arab Republic,SYR,2020,533.3852317,0,0,1,1,Summer
Thailand,THA,2020,6990.935503,1,0,1,2,Summer
Turkmenistan,TKM,2020,,0,1,0,1,Summer
Tunisia,TUN,2020,3497.68141,1,1,0,2,Summer
Turkiye,TUR,2020,8561.070948,2,2,9,13,Summer
Uganda,UGA,2020,846.7672013,2,1,1,4,Summer
Ukraine,UKR,2020,3751.740723,1,6,12,19,Summer
United States,USA,2020,63530.63348,39,41,33,113,Summer
Uzbekistan,UZB,2020,1749.655815,3,0,2,5,Summer
"Venezuela, RB",VEN,2020,,1,3,0,4,Summer
