Country_Name,Country_Code,Year,Population,Gold,Silver,Bronze,Total_Medals
Colombia,COL,2000,39215135.0,1,0,0,1
Cuba,CUB,2000,11105791.0,11,11,7,29
Czechia,CZE,2000,10255063.0,2,3,3,8
Spain,ESP,2000,40567864.0,3,3,5,11
Estonia,EST,2000,1396985.0,1,0,2,3
Ethiopia,ETH,2000,67031867.0,4,1,3,8
Finland,FIN,2000,5176209.0,2,1,1,4
France,FRA,2000,60921384.0,13,14,11,38
United Kingdom,GBR,2000,58892514.0,11,10,7,28
Georgia,GEO,2000,4077131.0,0,0,6,6
Hungary,HUN,2000,10210971.0,8,6,3,17
India,IND,2000,1059633675.0,0,0,1,1
Ireland,IRL,2000,3805174.0,0,1,0,1
Iceland,ISL,2000,281205.0,0,0,1,1
Israel,ISR,2000,6289000.0,0,0,1,1
Italy,ITA,2000,56942108.0,13,8,13,34
Jamaica,JAM,2000,2612205.0,0,6,3,9
Japan,JPN,2000,126843000.0,5,8,5,18
Kazakhstan,KAZ,2000,14883626.0,3,4,0,7
Kenya,KEN,2000,30851606.0,2,3,2,7
Kyrgyz Republic,KGZ,2000,4898400.0,0,0,1,1
"Korea, Rep.",KOR,2000,47008111.0,8,10,10,28
Lithuania,LTU,2000,3499536.0,2,0,3,5
Morocco,MAR,2000,28554415.0,0,1,4,5
Moldova,MDA,2000,2924668.0,0,1,1,2
Mexico,MEX,2000,97873442.0,1,2,3,6
North Macedonia,MKD,2000,2026350.0,0,0,1,1
Mozambique,MOZ,2000,17768505.0,1,0,0,1
Norway,NOR,2000,4490967.0,4,3,3,10
New Zealand,NZL,2000,3857700.0,1,0,3,4
Poland,POL,2000,38258629.0,6,5,3,14
"Korea, Dem. People's Rep.",PRK,2000,23367059.0,0,1,3,4
Qatar,QAT,2000,645937.0,0,0,1,1
Romania,ROU,2000,22442971.0,11,6,9,26
Russian Federation,RUS,2000,146596869.0,32,28,29,89
Slovak Republic,SVK,2000,5388720.0,1,3,1,5
Sweden,SWE,2000,8872109.0,4,5,3,12
Thailand,THA,2000,63066603.0,1,0,2,3
Trinidad and Tobago,TTO,2000,1332203.0,0,1,1,2
Turkiye,TUR,2000,64113547.0,3,0,2,5
Ukraine,UKR,2000,49176500.0,3,10,10,23
United States,USA,2000,282162411.0,37,24,32,93
Uzbekistan,UZB,2000,24650400.0,1,1,2,4
Argentina,ARG,2004,38668796.0,2,0,4,6
Australia,AUS,2004,19932722.0,17,16,17,50
Austria,AUT,2004,8171966.0,2,4,1,7
Azerbaijan,AZE,2004,8306500.0,1,0,4,5
Belgium,BEL,2004,10421137.0,1,0,2,3
Belarus,BLR,2004,9730146.0,2,5,6,13
Brazil,BRA,2004,184722043.0,5,2,3,10
Canada,CAN,2004,31940655.0,3,6,3,12
Channel Islands,CHI,2004,149538.0,2,0,1,3
China,CHN,2004,1296075000.0,32,17,14,63
Cameroon,CMR,2004,16809407.0,1,0,0,1
Colombia,COL,2004,41648268.0,0,0,2,2
Cuba,CUB,2004,11225294.0,9,7,11,27
Czechia,CZE,2004,10197101.0,1,3,5,9
Dominican Republic,DOM,2004,9043127.0,1,0,0,1
"Egypt, Arab Rep.",EGY,2004,77522427.0,1,1,3,5
Eritrea,ERI,2004,2763140.0,0,0,1,1
Spain,ESP,2004,42921895.0,3,11,6,20
Estonia,EST,2004,1362550.0,0,1,2,3
Ethiopia,ETH,2004,75301026.0,2,3,2,7
Finland,FIN,2004,5228172.0,0,2,0,2
France,FRA,2004,62716306.0,11,9,13,33
United Kingdom,GBR,2004,59987905.0,9,9,12,30
Georgia,GEO,2004,3927340.0,2,2,0,4
"Hong Kong SAR, China",HKG,2004,6783500.0,0,1,0,1
Hungary,HUN,2004,10107146.0,8,6,3,17
India,IND,2004,1136264583.0,0,1,0,1
Israel,ISR,2004,6809000.0,1,0,1,2
Italy,ITA,2004,57685327.0,10,11,11,32
Jamaica,JAM,2004,2664024.0,2,1,2,5
Japan,JPN,2004,127761000.0,16,9,12,37
Kazakhstan,KAZ,2004,15012984.0,1,4,3,8
Kenya,KEN,2004,34791836.0,1,4,2,7
"Korea, Rep.",KOR,2004,48082519.0,9,12,9,30
Lithuania,LTU,2004,3377075.0,1,2,0,3
Morocco,MAR,2004,30033125.0,2,1,0,3
Mexico,MEX,2004,103945813.0,0,3,1,4
Norway,NOR,2004,4591910.0,5,0,1,6
New Zealand,NZL,2004,4087500.0,3,2,0,5
Poland,POL,2004,38182222.0,3,2,5,10
"Korea, Dem. People's Rep.",PRK,2004,23948930.0,0,4,1,5
Romania,ROU,2004,21451748.0,8,5,6,19
Russian Federation,RUS,2004,144067316.0,28,26,36,90
Slovak Republic,SVK,2004,5372280.0,2,2,2,6
Sweden,SWE,2004,8993531.0,4,2,1,7
Syrian Arab Republic,SYR,2004,18084007.0,0,0,1,1
Thailand,THA,2004,65311166.0,3,1,4,8
Trinidad and Tobago,TTO,2004,1361172.0,0,0,1,1
Turkiye,TUR,2004,67785075.0,3,3,4,10
Ukraine,UKR,2004,47451626.0,8,5,9,22
United States,USA,2004,292805298.0,36,39,26,101
Uzbekistan,UZB,2004,25864350.0,2,1,2,5
"Venezuela, RB",VEN,2004,26226927.0,0,0,2,2
Afghanistan,AFG,2008,26427199.0,0,0,1,1
Argentina,ARG,2008,40273769.0,2,0,4,6
Armenia,ARM,2008,2983421.0,0,1,4,5
Australia,AUS,2008,21249199.0,14,15,17,46
Austria,AUT,2008,8321496.0,0,1,2,3
Azerbaijan,AZE,2008,8763400.0,1,1,4,6
Belgium,BEL,2008,10709973.0,2,0,0,2
Belarus,BLR,2008,9527985.0,3,4,7,14
Brazil,BRA,2008,192672317.0,3,4,10,17
Canada,CAN,2008,33247118.0,3,9,8,20
Channel Islands,CHI,2008,154475.0,0,1,0,1
China,CHN,2008,1324655000.0,48,22,30,100
Cameroon,CMR,2008,18777081.0,1,0,0,1
Colombia,COL,2008,43815313.0,0,2,1,3
Cuba,CUB,2008,11276609.0,3,10,17,30
Czechia,CZE,2008,10384603.0,3,3,1,7
Dominican Republic,DOM,2008,9522948.0,1,1,0,2
Ecuador,ECU,2008,14496797.0,0,1,0,1
"Egypt, Arab Rep.",EGY,2008,83844783.0,0,0,2,2
Spain,ESP,2008,45954106.0,5,11,3,19
Estonia,EST,2008,1337090.0,1,1,0,2
Ethiopia,ETH,2008,84357105.0,4,2,1,7
Finland,FIN,2008,5313399.0,1,1,2,4
France,FRA,2008,64379696.0,7,16,20,43
United Kingdom,GBR,2008,61806995.0,19,13,19,51
Georgia,GEO,2008,3848449.0,3,2,2,7
Hungary,HUN,2008,10038188.0,3,5,2,10
India,IND,2008,1206734806.0,1,0,2,3
Ireland,IRL,2008,4489544.0,0,1,2,3
Iceland,ISL,2008,317414.0,0,1,0,1
Israel,ISR,2008,7308800.0,0,0,1,1
Italy,ITA,2008,58826731.0,8,9,10,27
Jamaica,JAM,2008,2711373.0,5,4,2,11
Japan,JPN,2008,128063000.0,9,8,8,25
Kazakhstan,KAZ,2008,15776938.0,2,3,4,9
Kenya,KEN,2008,39186895.0,6,4,6,16
Kyrgyz Republic,KGZ,2008,5318700.0,0,1,2,3
"Korea, Rep.",KOR,2008,49054708.0,13,11,8,32
Lithuania,LTU,2008,3198231.0,0,3,2,5
Morocco,MAR,2008,31634992.0,0,1,1,2
Moldova,MDA,2008,2868833.0,0,0,1,1
Mexico,MEX,2008,109684489.0,2,0,2,4
Norway,NOR,2008,4768212.0,3,5,1,9
New Zealand,NZL,2008,4259800.0,3,2,4,9
Panama,PAN,2008,3495276.0,1,0,0,1
Poland,POL,2008,38125759.0,4,5,2,11
"Korea, Dem. People's Rep.",PRK,2008,24469047.0,2,2,2,6
Romania,ROU,2008,20537875.0,4,1,4,9
Russian Federation,RUS,2008,142742366.0,24,13,23,60
Singapore,SGP,2008,4839396.0,0,1,0,1
Serbia,SRB,2008,7350222.0,0,1,2,3
Slovak Republic,SVK,2008,5379233.0,3,3,0,6
Sweden,SWE,2008,9219637.0,0,4,1,5
Thailand,THA,2008,67328239.0,2,2,2,6
Tajikistan,TJK,2008,7324627.0,0,1,1,2
Trinidad and Tobago,TTO,2008,1392803.0,1,1,0,2
Tunisia,TUN,2008,10680380.0,1,0,0,1
Turkiye,TUR,2008,71320726.0,1,1,3,5
Ukraine,UKR,2008,46258189.0,7,4,11,22
United States,USA,2008,304093966.0,36,39,37,112
Uzbekistan,UZB,2008,27302800.0,0,1,3,4
"Venezuela, RB",VEN,2008,27933833.0,0,0,1,1
Afghanistan,AFG,2012,30466479.0,0,0,1,1
Argentina,ARG,2012,41733271.0,1,1,2,4
Armenia,ARM,2012,2914421.0,0,1,1,2
Australia,AUS,2012,22733465.0,8,15,12,35
Azerbaijan,AZE,2012,9295784.0,2,2,5,9
Belgium,BEL,2012,11106932.0,0,1,2,3
Belarus,BLR,2012,9446836.0,2,5,3,10
Brazil,BRA,2012,199977707.0,3,5,9,17
Brunei Darussalam,BRN,2012,406634.0,1,0,0,1
Canada,CAN,2012,34714222.0,2,6,10,18
China,CHN,2012,1354190000.0,38,31,22,91
Cameroon,CMR,2012,21032684.0,0,0,1,1
Colombia,COL,2012,45782417.0,1,3,5,9
Cuba,CUB,2012,11309290.0,5,3,7,15
Cyprus,CYP,2012,1156556.0,0,1,0,1
Czechia,CZE,2012,10510785.0,4,3,4,11
Dominican Republic,DOM,2012,10030882.0,1,1,0,2
"Egypt, Arab Rep.",EGY,2012,91240376.0,0,3,1,4
Spain,ESP,2012,46773055.0,4,10,6,20
Estonia,EST,2012,1322696.0,0,1,1,2
Ethiopia,ETH,2012,94451280.0,3,2,3,8
Finland,FIN,2012,5413971.0,0,2,1,3
France,FRA,2012,65662240.0,11,11,13,35
Gabon,GAB,2012,1836705.0,0,1,0,1
United Kingdom,GBR,2012,63700215.0,29,18,18,65
Georgia,GEO,2012,3728874.0,1,2,3,6
"Hong Kong SAR, China",HKG,2012,7150100.0,0,0,1,1
Hungary,HUN,2012,9920362.0,8,4,6,18
India,IND,2012,1274487215.0,0,2,4,6
Ireland,IRL,2012,4599533.0,1,1,4,6
Italy,ITA,2012,59539717.0,8,9,11,28
Jamaica,JAM,2012,2759817.0,4,5,3,12
Japan,JPN,2012,127629000.0,7,14,17,38
Kazakhstan,KAZ,2012,16792090.0,3,1,7,11
Kenya,KEN,2012,43725806.0,2,4,7,13
"Korea, Rep.",KOR,2012,50199853.0,13,9,8,30
Lithuania,LTU,2012,2987773.0,2,0,3,5
Morocco,MAR,2012,33352169.0,0,0,1,1
Mexico,MEX,2012,115755909.0,1,3,4,8
Montenegro,MNE,2012,620601.0,0,1,0,1
Norway,NOR,2012,5018573.0,2,1,1,4
New Zealand,NZL,2012,4408100.0,6,2,5,13
Poland,POL,2012,38063164.0,3,2,6,11
"Korea, Dem. People's Rep.",PRK,2012,24887770.0,4,0,3,7
Qatar,QAT,2012,1905660.0,0,1,1,2
Romania,ROU,2012,20058035.0,2,4,1,7
Russian Federation,RUS,2012,143201721.0,19,21,26,66
Singapore,SGP,2012,5312437.0,0,0,2,2
Serbia,SRB,2012,7199077.0,1,1,2,4
Slovak Republic,SVK,2012,5407579.0,0,1,3,4
Sweden,SWE,2012,9519374.0,1,4,3,8
Thailand,THA,2012,69157023.0,0,2,2,4
Tajikistan,TJK,2012,7956382.0,0,0,1,1
Trinidad and Tobago,TTO,2012,1430377.0,1,1,2,4
Tunisia,TUN,2012,11174383.0,2,0,1,3
Turkiye,TUR,2012,75277439.0,1,1,1,3
Uganda,UGA,2012,34273295.0,1,0,0,1
Ukraine,UKR,2012,45593342.0,5,4,10,19
United States,USA,2012,313877662.0,47,27,30,104
Uzbekistan,UZB,2012,29774500.0,0,0,3,3
"Venezuela, RB",VEN,2012,29470426.0,1,0,0,1
Argentina,ARG,2016,43590368.0,3,1,0,4
Armenia,ARM,2016,2865835.0,1,3,0,4
Australia,AUS,2016,24190907.0,8,11,10,29
Austria,AUT,2016,8736668.0,0,0,1,1
Azerbaijan,AZE,2016,9757812.0,1,7,10,18
Burundi,BDI,2016,10903327.0,0,1,0,1
Belgium,BEL,2016,11331422.0,2,2,2,6
Belarus,BLR,2016,9469379.0,1,4,4,9
Brazil,BRA,2016,206859578.0,7,6,6,19
Brunei Darussalam,BRN,2016,425994.0,1,1,0,2
Canada,CAN,2016,36109487.0,4,3,15,22
China,CHN,2016,1387790000.0,26,18,26,70
Cote d'Ivoire,CIV,2016,24213622.0,1,0,1,2
Colombia,COL,2016,47625955.0,3,2,3,8
Cuba,CUB,2016,11342012.0,5,2,4,11
Czechia,CZE,2016,10566332.0,1,2,7,10
Dominican Republic,DOM,2016,10527592.0,0,0,1,1
"Egypt, Arab Rep.",EGY,2016,99784030.0,0,0,3,3
Spain,ESP,2016,46484062.0,7,4,6,17
Estonia,EST,2016,1315790.0,0,0,1,1
Ethiopia,ETH,2016,105293228.0,1,2,5,8
Finland,FIN,2016,5495303.0,0,0,1,1
France,FRA,2016,66724104.0,10,18,14,42
United Kingdom,GBR,2016,65611593.0,27,23,17,67
Georgia,GEO,2016,3727505.0,2,1,4,7
Hungary,HUN,2016,9814023.0,8,3,4,15
India,IND,2016,1338636340.0,0,1,1,2
Ireland,IRL,2016,4755335.0,0,2,0,2
Israel,ISR,2016,8546000.0,0,0,2,2
Italy,ITA,2016,60627498.0,8,12,8,28
Jamaica,JAM,2016,2802695.0,6,3,2,11
Jordan,JOR,2016,9964656.0,1,0,0,1
Japan,JPN,2016,127076000.0,12,8,21,41
Kazakhstan,KAZ,2016,17794055.0,2,5,10,17
Kenya,KEN,2016,47894670.0,6,6,1,13
"Korea, Rep.",KOR,2016,51217803.0,9,3,9,21
Lithuania,LTU,2016,2868231.0,0,1,3,4
Morocco,MAR,2016,35107264.0,0,0,1,1
Mexico,MEX,2016,121519221.0,0,3,2,5
Norway,NOR,2016,5234519.0,0,0,4,4
New Zealand,NZL,2016,4714100.0,4,9,5,18
Poland,POL,2016,37970087.0,2,3,6,11
"Korea, Dem. People's Rep.",PRK,2016,25389611.0,2,3,2,7
Qatar,QAT,2016,2595166.0,0,1,0,1
Romania,ROU,2016,19702267.0,1,1,2,4
Russian Federation,RUS,2016,144342397.0,19,17,20,56
Singapore,SGP,2016,5607283.0,1,0,0,1
Serbia,SRB,2016,7058322.0,2,4,2,8
Slovak Republic,SVK,2016,5430798.0,2,2,0,4
Sweden,SWE,2016,9923085.0,2,6,3,11
Thailand,THA,2016,70607037.0,2,2,2,6
Tajikistan,TJK,2016,8725318.0,1,0,0,1
Trinidad and Tobago,TTO,2016,1469330.0,0,0,1,1
Tunisia,TUN,2016,11685667.0,0,0,3,3
Turkiye,TUR,2016,81019394.0,1,3,4,8
Ukraine,UKR,2016,45004673.0,2,5,4,11
United States,USA,2016,323071755.0,46,37,38,121
Uzbekistan,UZB,2016,31847900.0,4,2,7,13
"Venezuela, RB",VEN,2016,30741464.0,0,2,1,3
Argentina,ARG,2020,45376763.0,0,1,2,3
Armenia,ARM,2020,2805608.0,0,2,2,4
Australia,AUS,2020,25655289.0,17,7,22,46
Austria,AUT,2020,8916864.0,1,1,5,7
Azerbaijan,AZE,2020,10093121.0,0,3,4,7
Belgium,BEL,2020,11538604.0,3,1,3,7
Belarus,BLR,2020,9379952.0,1,3,3,7
Brazil,BRA,2020,213196304.0,7,6,8,21
Brunei Darussalam,BRN,2020,441725.0,0,1,0,1
Canada,CAN,2020,38037204.0,7,6,11,24
China,CHN,2020,1411100000.0,38,32,18,88
Cote d'Ivoire,CIV,2020,26811790.0,0,0,1,1
Colombia,COL,2020,50930662.0,0,4,1,5
Cuba,CUB,2020,11300698.0,7,3,5,15
Czechia,CZE,2020,10697858.0,4,4,3,11
Dominican Republic,DOM,2020,10999664.0,0,3,2,5
Ecuador,ECU,2020,17588595.0,2,1,0,3
"Egypt, Arab Rep.",EGY,2020,107465134.0,1,1,4,6
Spain,ESP,2020,47365655.0,3,8,6,17
Estonia,EST,2020,1329522.0,1,0,1,2
Ethiopia,ETH,2020,117190911.0,1,1,2,4
Finland,FIN,2020,5529543.0,0,0,2,2
France,FRA,2020,67571107.0,10,12,11,33
United Kingdom,GBR,2020,67081000.0,22,20,22,64
Georgia,GEO,2020,3722716.0,2,5,1,8
Ghana,GHA,2020,32180401.0,0,0,1,1
"Hong Kong SAR, China",HKG,2020,7481000.0,1,2,3,6
Hungary,HUN,2020,9750149.0,6,7,7,20
India,IND,2020,1396387127.0,1,2,4,7
Ireland,IRL,2020,4985382.0,2,0,2,4
Israel,ISR,2020,9215100.0,2,0,2,4
Italy,ITA,2020,59438851.0,10,10,20,40
Jamaica,JAM,2020,2820436.0,4,1,4,9
Jordan,JOR,2020,10928721.0,0,1,1,2
Japan,JPN,2020,126261000.0,27,14,17,58
Kazakhstan,KAZ,2020,18755666.0,0,0,8,8
Kenya,KEN,2020,51985780.0,4,4,2,10
Kyrgyz Republic,KGZ,2020,6579900.0,0,2,1,3
"Korea, Rep.",KOR,2020,51836239.0,6,4,10,20
Lithuania,LTU,2020,2794885.0,0,1,0,1
Morocco,MAR,2020,36688772.0,1,0,0,1
Moldova,MDA,2020,2635130.0,0,0,1,1
Mexico,MEX,2020,125998302.0,0,0,4,4
North Macedonia,MKD,2020,2072531.0,0,1,0,1
Namibia,NAM,2020,2489098.0,0,1,0,1
Norway,NOR,2020,5379475.0,4,2,2,8
New Zealand,NZL,2020,5090200.0,7,6,7,20
Poland,POL,2020,37899070.0,4,5,5,14
Qatar,QAT,2020,2760385.0,2,0,1,3
Romania,ROU,2020,19265250.0,1,3,0,4
San Marino,SMR,2020,34007.0,0,1,2,3
Serbia,SRB,2020,6899126.0,3,1,5,9
Slovak Republic,SVK,2020,5458827.0,1,2,1,4
Sweden,SWE,2020,10353442.0,3,6,0,9
Syrian Arab Republic,SYR,2020,20772595.0,0,0,1,1
Thailand,THA,2020,71475664.0,1,0,1,2
Turkmenistan,TKM,2020,6250438.0,0,1,0,1
Tunisia,TUN,2020,12161723.0,1,1,0,2
Turkiye,TUR,2020,84135428.0,2,2,9,13
Uganda,UGA,2020,44404611.0,2,1,1,4
Ukraine,UKR,2020,44132049.0,1,6,12,19
United States,USA,2020,331501080.0,39,41,33,113
Uzbekistan,UZB,2020,34232050.0,3,0,2,5
"Venezuela, RB",VEN,2020,28490453.0,1,3,0,4
